customer_id,geography,balance,total_txn_value,txn_count,exited,value_quartile,value_tier,rank_in_geography
15710928,France,136354.16,1732149.85,147,0,1,Platinum,25
15735346,Germany,136733.24,1702925.04,169,0,1,Platinum,25
15596060,Spain,127864.26,1565619.12,142,0,1,Platinum,25
15709737,France,161064.64,1715393.8800000001,136,0,1,Platinum,26
15748986,Germany,166685.92,1699682.77,128,0,1,Platinum,26
15660571,Spain,113034.31,1545753.89,176,0,1,Platinum,26
15790750,Germany,123187.51,1699620.93,165,0,1,Platinum,27
15594450,France,159458.53,1690098.83,108,0,1,Platinum,27
15590078,Spain,139834.93,1543780.01,145,0,1,Platinum,27
15595037,France,152347.01,1685392.81,141,0,1,Platinum,28
15781914,Germany,169947.41,1683563.07,131,0,1,Platinum,28
15683276,Spain,140363.95,1531889.46,158,0,1,Platinum,28
15581286,France,176914.8,1675248.5,148,0,1,Platinum,29
15649668,Germany,145750.45,1672643.48,160,0,1,Platinum,29
15590011,Spain,129378.32,1529802.34,143,0,1,Platinum,29
15748360,Germany,122196.99,1671751.74,156,0,1,Platinum,30
15805955,France,138333.03,1666104.28,161,0,1,Platinum,30
15665678,Spain,158261.68,1529517.71,141,0,1,Platinum,30
15658504,Germany,137727.34,1669876.74,157,0,1,Platinum,31
15672692,France,145988.65,1665984.94,143,0,1,Platinum,31
15797389,Spain,124577.33,1525712.41,139,0,1,Platinum,31
15691011,France,161651.37,1655005.15,151,0,1,Platinum,32
15713604,Germany,166776.6,1651784.51,139,0,1,Platinum,32
15588839,Spain,180307.73,1523721.55,129,0,1,Platinum,32
15620103,France,167181.01,1654624.68,134,0,1,Platinum,33
15715208,Germany,138335.96,1641514.02,165,0,1,Platinum,33
15813741,Spain,193858.2,1517680.59,100,0,1,Platinum,33
15759480,France,139180.97,1649043.12,164,0,1,Platinum,34
15659305,Germany,166133.28,1638791.96,117,0,1,Platinum,34
15605036,Spain,155619.58,1516581.47,141,0,1,Platinum,34
15609286,France,150525.8,1648961.13,158,0,1,Platinum,35
15615020,Germany,150463.11,1637679.78,157,0,1,Platinum,35
15741652,Spain,177657.35,1507884.52,126,0,1,Platinum,35
15588350,France,147832.15,1648220.11,148,0,1,Platinum,36
15604782,Germany,187257.94,1627583.58,126,0,1,Platinum,36
15770041,Spain,128412.61,1506196.17,130,0,1,Platinum,36
15748034,France,174851.9,1643673.68,113,0,1,Platinum,37
15806796,Germany,138847.9,1625474.16,149,0,1,Platinum,37
15603134,Spain,167878.5,1501857.51,143,0,1,Platinum,37
15716835,France,156325.38,1637947.93,129,0,1,Platinum,38
15700511,Germany,176702.36,1620955.04,145,0,1,Platinum,38
15775131,Spain,142188.2,1491690.57,144,0,1,Platinum,38
15600462,France,145618.37,1625885.38,133,0,1,Platinum,39
15761775,Germany,180293.84,1618915.82,111,0,1,Platinum,39
15575445,Spain,150148.51,1490130.21,115,0,1,Platinum,39
15815645,France,152303.66,1622289.6,129,0,1,Platinum,40
15656592,Germany,169023.33,1618044.72,127,0,1,Platinum,40
15762708,Spain,119658.49,1484705.26,171,0,1,Platinum,40
15748381,France,185709.28,1613929.83,111,0,1,Platinum,41
15649618,Germany,167395.6,1605586.88,115,0,1,Platinum,41
15686137,Spain,147506.25,1472380.92,135,0,1,Platinum,41
15649418,France,178171.04,1604896.28,115,0,1,Platinum,42
15729087,Germany,156367.6,1589866.65,152,0,1,Platinum,42
15631739,Spain,122109.78,1464052.89,160,0,1,Platinum,42
15797595,France,131569.63,1598665.64,163,0,1,Platinum,43
15611191,Germany,122453.97,1578102.28,167,0,1,Platinum,43
15795747,Spain,171646.76,1461074.41,108,0,1,Platinum,43
15652615,France,140004.96,1596046.5,142,0,1,Platinum,44
15720941,Germany,147833.3,1576509.06,131,0,1,Platinum,44
15684395,Spain,125191.69,1456247.78,144,1,1,Platinum,44
15593622,France,122198.21,1593950.95,158,0,1,Platinum,45
15681446,Germany,157098.52,1575770.47,128,0,1,Platinum,45
15792922,Spain,130233.14,1447237.28,149,0,1,Platinum,45
15704597,France,174571.36,1593089.44,130,0,1,Platinum,46
15784130,Germany,154870.28,1568036.58,122,0,1,Platinum,46
15702566,Spain,149134.46,1441332.78,148,0,1,Platinum,46
15801548,France,144162.3,1591605.99,123,0,1,Platinum,47
15657747,Germany,127216.31,1565850.37,154,0,1,Platinum,47
15581551,Spain,132838.07,1432825.98,138,0,1,Platinum,47
15647890,France,149405.18,1587679.25,159,0,1,Platinum,48
15585734,Germany,137742.9,1565441.39,144,0,1,Platinum,48
15626385,Spain,103121.33,1416359.12,165,0,1,Platinum,48
15625494,France,125321.84,1586618.5,160,0,1,Platinum,49
15662532,Germany,149085.9,1564503.49,130,0,1,Platinum,49
15615832,Spain,155621.08,1405961.44,123,0,1,Platinum,49
15595071,France,149777.0,1586173.1300000001,145,0,1,Platinum,50
15740411,Germany,141787.31,1558699.14,134,0,1,Platinum,50
15761706,Spain,144102.32,1398217.42,138,0,1,Platinum,50
15696852,France,192122.84,1575310.66,129,1,1,Platinum,51
15762048,Germany,154969.79,1556573.27,110,0,1,Platinum,51
15585284,Spain,147285.52,1395090.6400000001,117,0,1,Platinum,51
15671766,France,118577.24,1574946.69,153,0,1,Platinum,52
15613180,Germany,153344.72,1555262.96,126,0,1,Platinum,52
15619935,Spain,126224.87,1389223.47,138,0,1,Platinum,52
15716324,France,143672.9,1572072.33,143,0,1,Platinum,53
15598695,Germany,130169.27,1554481.48,144,0,1,Platinum,53
15732740,Spain,178095.55,1380591.61,92,0,1,Platinum,53
15573045,France,127738.75,1563928.8699999999,162,0,1,Platinum,54
15567919,Germany,167735.69,1551432.48,133,0,1,Platinum,54
15611759,Spain,126776.3,1373784.06,139,0,1,Platinum,54
15672826,France,112536.57,1563022.82,162,0,1,Platinum,55
15713621,Germany,134318.21,1547383.58,149,0,1,Platinum,55
15792916,Spain,144470.77,1372037.85,117,0,1,Platinum,55
15576077,France,159561.93,1561528.26,145,0,1,Platinum,56
15807709,Germany,180075.22,1544162.02,128,0,1,Platinum,56
15815420,Spain,139196.0,1370939.87,123,0,1,Platinum,56
15785831,France,183027.25,1555034.79,110,0,1,Platinum,57
15694859,Germany,132932.14,1541829.49,157,0,1,Platinum,57
15612465,Spain,100628.0,1364697.97,156,0,1,Platinum,57
15608166,France,127637.92,1542857.15,154,0,1,Platinum,58
15663939,Germany,138782.76,1540508.81,130,0,1,Platinum,58
15647266,Spain,135923.16,1364286.45,104,0,1,Platinum,58
15669957,Germany,144696.75,1538569.1,144,0,1,Platinum,59
15607691,France,174060.46,1537472.0,131,0,1,Platinum,59
15727556,Spain,166297.89,1362944.72,100,0,1,Platinum,59
15704081,Germany,130682.11,1536847.18,143,0,1,Platinum,60
15682322,France,148466.93,1536363.87,139,0,1,Platinum,60
15567328,Spain,177997.07,1362708.88,88,0,1,Platinum,60
15633531,France,138489.66,1529799.73,147,0,1,Platinum,61
15809347,Germany,160680.41,1529070.57,107,0,1,Platinum,61
15671804,Spain,146943.38,1355407.08,132,0,1,Platinum,61
15753874,France,143835.47,1525092.38,155,0,1,Platinum,62
15688689,Germany,149000.91,1524901.08,147,0,1,Platinum,62
15717700,Spain,114609.55,1353612.03,146,0,1,Platinum,62
15716781,France,171922.72,1524957.8800000001,120,0,1,Platinum,63
15741643,Germany,122917.69,1521937.72,121,0,1,Platinum,63
15579559,Spain,145241.63,1347815.6199999999,127,0,1,Platinum,63
15710404,France,124525.52,1524489.05,165,0,1,Platinum,64
15760514,Germany,116644.29,1517983.06,148,0,1,Platinum,64
15763111,Spain,124577.15,1347096.88,159,0,1,Platinum,64
15662294,France,118327.17,1518936.17,165,0,1,Platinum,65
15665766,Germany,133191.19,1513650.81,150,0,1,Platinum,65
15593897,Spain,160599.06,1343894.15,116,0,1,Platinum,65
15571081,France,190238.93,1514926.01,111,0,1,Platinum,66
15623972,Germany,123575.51,1512963.01,156,0,1,Platinum,66
15612050,Spain,168522.37,1340794.62,117,0,1,Platinum,66
15721921,France,165326.2,1512110.47,123,0,1,Platinum,67
15803682,Germany,117791.06,1511484.48,166,0,1,Platinum,67
15607301,Spain,129968.67,1340119.94,148,0,1,Platinum,67
15660101,France,157120.86,1510873.49,99,0,1,Platinum,68
15605926,Germany,116854.71,1503028.46,144,0,1,Platinum,68
15737169,Spain,144238.7,1340034.99,123,0,1,Platinum,68
15604196,France,185714.28,1509487.6199999999,98,0,1,Platinum,69
15713374,Germany,157094.78,1499197.39,140,0,1,Platinum,69
15664521,Spain,149620.88,1339048.47,111,0,1,Platinum,69
15724307,France,121313.88,1507568.45,170,0,1,Platinum,70
15800412,Germany,146780.52,1494334.54,154,0,1,Platinum,70
15794278,Spain,151858.98,1335904.92,86,0,1,Platinum,70
15729975,France,167795.6,1501857.07,122,0,1,Platinum,71
15586752,Germany,152143.89,1493002.35,117,0,1,Platinum,71
15746664,Spain,204223.03,1335617.55,90,0,1,Platinum,71
15574608,France,133889.35,1495281.76,123,0,1,Platinum,72
15608109,Germany,170113.0,1492976.79,103,0,1,Platinum,72
15594594,Spain,139070.51,1334271.4,119,0,1,Platinum,72
15807003,France,191775.65,1495122.1,99,0,1,Platinum,73
15778489,Germany,142550.25,1484892.48,141,0,1,Platinum,73
15566958,Spain,167557.12,1333360.68,114,0,1,Platinum,73
15670481,France,122550.05,1491637.35,152,0,1,Platinum,74
15691871,Germany,153279.39,1471272.45,138,0,1,Platinum,74
15651389,Spain,143656.55,1332163.73,131,0,1,Platinum,74
15599084,France,191523.09,1481208.91,118,0,1,Platinum,75
15566843,Germany,134874.4,1461568.94,140,0,1,Platinum,75
15678129,Spain,150840.03,1326375.04,98,0,1,Platinum,75
15683195,France,146605.27,1477398.62,144,0,1,Platinum,76
15579109,Germany,163856.76,1452182.05,95,0,1,Platinum,76
15741429,Spain,119825.75,1321445.56,152,0,1,Platinum,76
15589666,France,136422.41,1476943.04,144,0,1,Platinum,77
15660602,Germany,164284.72,1446766.6199999999,137,0,1,Platinum,77
15578462,Spain,134208.25,1320753.66,139,0,1,Platinum,77
15653773,France,164496.99,1476035.53,126,0,1,Platinum,78
15584229,Germany,123943.18,1445549.93,148,0,1,Platinum,78
15598948,Spain,172231.93,1313661.25,101,0,1,Platinum,78
15778915,France,128551.36,1475988.48,128,0,1,Platinum,79
15634141,Germany,192390.52,1444985.84,102,0,1,Platinum,79
15781574,Spain,126534.6,1310863.03,143,0,1,Platinum,79
15637993,France,137688.71,1472250.35,149,0,1,Platinum,80
15675522,Germany,132351.29,1443771.9,149,0,1,Platinum,80
15758081,Spain,138160.0,1309177.49,122,0,1,Platinum,80
15765093,France,166594.78,1463579.31,102,0,1,Platinum,81
15683841,Germany,113270.2,1439031.78,166,0,1,Platinum,81
15568449,Spain,143006.7,1305528.48,112,0,1,Platinum,81
15750497,France,153147.75,1462855.3599999999,121,0,1,Platinum,82
15604073,Germany,135161.67,1438233.57,140,0,1,Platinum,82
15654959,Spain,158719.57,1301750.31,107,0,1,Platinum,82
15753229,France,127414.55,1458305.74,149,0,1,Platinum,83
15624180,Germany,134171.8,1438157.81,142,1,1,Platinum,83
15691170,Spain,99250.08,1298957.91,152,0,1,Platinum,83
15607986,France,139930.18,1456683.15,143,0,1,Platinum,84
15647546,Germany,150679.71,1438123.42,134,0,1,Platinum,84
15597610,Spain,144974.55,1291435.91,95,0,1,Platinum,84
15634936,France,179904.0,1455599.7,115,0,1,Platinum,85
15703923,Germany,190409.34,1431870.97,107,0,1,Platinum,85
15717962,Spain,111179.83,1285077.74,149,0,1,Platinum,85
15797900,France,142147.32,1455181.41,118,1,1,Platinum,86
15793135,Germany,147687.24,1427729.81,118,0,1,Platinum,86
15646310,Spain,143582.89,1283246.63,123,0,1,Platinum,86
15609510,France,149364.58,1452204.82,126,0,1,Platinum,87
15776725,Germany,172192.49,1423100.23,114,0,1,Platinum,87
15572792,Spain,118989.92,1282348.23,145,0,1,Platinum,87
15667938,France,149136.31,1450921.85,140,0,1,Platinum,88
15804009,Germany,167983.17,1419783.58,131,0,1,Platinum,88
15744913,Spain,109632.85,1277604.42,158,0,1,Platinum,88
15624936,France,129205.49,1448228.92,140,0,1,Platinum,89
15621227,Germany,161806.09,1416241.86,121,0,1,Platinum,89
15614361,Spain,121490.05,1274832.43,156,0,1,Platinum,89
15736717,France,155271.83,1448140.8,108,0,1,Platinum,90
15716347,Germany,143625.83,1415888.01,126,0,1,Platinum,90
15770576,Spain,128061.0,1274385.66,115,0,1,Platinum,90
15720509,France,150856.79,1442268.86,134,0,1,Platinum,91
15694829,Germany,175454.0,1415233.52,119,0,1,Platinum,91
15750055,Spain,100262.88,1274160.2,154,0,1,Platinum,91
15748696,France,150507.21,1442040.28,147,0,1,Platinum,92
15694453,Germany,131519.49,1409439.96,136,0,1,Platinum,92
15738721,Spain,102827.44,1272809.53,154,0,1,Platinum,92
15767794,France,120718.28,1441703.43,146,0,1,Platinum,93
15714920,Germany,163867.86,1407106.25,127,0,1,Platinum,93
15722532,Spain,91760.11,1269995.83,166,0,1,Platinum,93
15654106,France,149542.52,1438951.56,133,0,1,Platinum,94
15788068,Germany,144677.19,1403878.54,109,1,1,Platinum,94
15659807,Spain,109402.13,1269756.1,135,0,1,Platinum,94
15759684,France,176227.07,1431339.29,112,0,1,Platinum,95
15727021,Germany,119027.28,1398156.7,140,0,1,Platinum,95
15802857,Spain,115409.6,1265243.17,137,0,1,Platinum,95
15665416,France,119096.55,1430909.46,169,0,1,Platinum,96
15705174,Germany,153545.11,1389252.09,120,0,1,Platinum,96
15641250,Spain,179581.31,1264367.1199999999,91,0,1,Platinum,96
15782993,France,123401.43,1430470.83,159,0,1,Platinum,97
15634949,Germany,161434.36,1388954.66,84,0,1,Platinum,97
15790489,Spain,170600.78,1264286.6400000001,97,0,1,Platinum,97
15679587,France,115897.12,1428613.22,153,0,1,Platinum,98
15673908,Germany,158414.85,1385055.27,106,0,1,Platinum,98
15681115,Spain,108935.39,1261950.43,156,0,1,Platinum,98
15684769,France,129431.36,1424876.22,156,0,1,Platinum,99
15693018,Germany,115563.71,1384506.19,162,0,1,Platinum,99
15761654,Spain,134152.29,1260362.23,126,0,1,Platinum,99
15642636,France,117035.89,1423181.26,154,0,1,Platinum,100
15746065,Germany,136281.41,1377644.42,145,0,1,Platinum,100
15733169,Spain,125265.61,1256588.08,112,0,1,Platinum,100
15577913,France,144581.96,1421423.49,135,0,1,Platinum,101
15588560,Germany,145330.43,1372892.51,134,0,1,Platinum,101
15743818,Spain,122330.7,1256298.28,144,0,1,Platinum,101
15694253,France,152105.57,1420688.98,117,0,1,Platinum,102
15811486,Germany,130036.21,1369141.01,126,0,1,Platinum,102
15765732,Spain,149592.14,1255979.2,96,0,1,Platinum,102
15688337,France,118129.87,1416938.56,143,0,1,Platinum,103
15754820,Germany,147127.81,1364204.69,137,0,1,Platinum,103
15632538,Spain,145553.07,1255565.23,95,0,1,Platinum,103
15652192,France,160541.36,1413183.27,100,0,1,Platinum,104
15612358,Germany,134498.54,1362413.17,145,0,1,Platinum,104
15794874,Spain,127523.75,1254356.09,150,0,1,Platinum,104
15769402,France,156811.74,1412462.26,113,0,1,Platinum,105
15718572,Germany,138456.03,1362354.73,160,0,1,Platinum,105
15649992,Spain,134714.7,1245301.86,118,0,1,Platinum,105
15771154,France,137732.23,1410139.62,141,0,1,Platinum,106
15795166,Germany,153572.31,1361427.01,122,0,1,Platinum,106
15813451,Spain,134796.87,1242108.81,126,0,1,Platinum,106
15763460,France,183768.47,1409469.4,105,0,1,Platinum,107
15742204,Germany,139729.54,1360205.79,110,0,1,Platinum,107
15589147,Spain,125921.37,1241445.28,130,0,1,Platinum,107
15734246,France,166883.07,1408231.07,124,0,1,Platinum,108
15761241,Germany,129745.1,1354906.39,128,0,1,Platinum,108
15815443,Spain,131414.76,1238678.42,110,0,1,Platinum,108
15633194,France,108309.0,1408116.8800000001,166,1,1,Platinum,109
15618401,Germany,113220.2,1343846.95,172,0,1,Platinum,109
15760749,Spain,126683.8,1237502.6,105,0,1,Platinum,109
15733904,France,147493.89,1403053.77,104,0,1,Platinum,110
15792729,Germany,176311.36,1343552.47,101,0,1,Platinum,110
15684921,Spain,142862.21,1236414.77,116,0,1,Platinum,110
15654489,France,134887.53,1402195.68,129,0,1,Platinum,111
15595537,Germany,171787.84,1340537.49,89,0,1,Platinum,111
15671987,Spain,153137.74,1232180.42,88,0,1,Platinum,111
15757473,France,158786.67,1401348.69,110,0,1,Platinum,112
15704378,Germany,121342.24,1339719.77,150,0,1,Platinum,112
15678173,Spain,174588.8,1226593.19,71,0,1,Platinum,112
15659677,France,142382.03,1398753.73,134,0,1,Platinum,113
15599301,Germany,164365.44,1335527.06,97,0,1,Platinum,113
15624695,Spain,140301.72,1222411.61,109,0,1,Platinum,113
15571121,France,138340.06,1389718.97,127,0,1,Platinum,114
15705777,Germany,129164.88,1335007.86,157,0,1,Platinum,114
15680141,Spain,147936.42,1215379.11,119,0,1,Platinum,114
15742229,France,127450.14,1385225.14,122,0,1,Platinum,115
15759067,Germany,158411.95,1333436.85,108,1,1,Platinum,115
15712319,Spain,150900.29,1211192.6,122,0,1,Platinum,115
15757628,France,112896.86,1384253.84,182,0,1,Platinum,116
15677324,Germany,124730.26,1331208.97,152,0,1,Platinum,116
15642824,Spain,174506.1,1210097.64,108,1,1,Platinum,116
15719898,France,154872.08,1378542.54,108,0,1,Platinum,117
15657829,Germany,168078.83,1330885.75,90,1,1,Platinum,117
15596405,Spain,127728.24,1207543.29,128,0,1,Platinum,117
15642725,France,114084.6,1371214.21,159,0,1,Platinum,118
15576706,Germany,114453.58,1330648.63,152,0,1,Platinum,118
15677249,Spain,101043.63,1200281.94,147,0,1,Platinum,118
15677871,France,122570.87,1369876.6,168,0,1,Platinum,119
15718369,Germany,130862.43,1328476.66,128,0,1,Platinum,119
15752488,Spain,102289.85,1198630.91,148,0,1,Platinum,119
15639669,France,127157.04,1367858.49,130,0,1,Platinum,120
15627395,Germany,154902.66,1318599.93,124,0,1,Platinum,120
15753831,Spain,100433.8,1193023.83,131,0,1,Platinum,120
15735400,France,179960.2,1367728.79,78,0,1,Platinum,121
15685150,Germany,167658.33,1317203.91,115,0,1,Platinum,121
15731543,Spain,109327.65,1187611.57,137,0,1,Platinum,121
15785547,France,191402.82,1367556.46,98,0,1,Platinum,122
15760085,Germany,126384.42,1309771.33,160,0,1,Platinum,122
15567860,Spain,189318.16,1187428.51,68,1,1,Platinum,122
15582180,France,120268.13,1365574.99,149,0,1,Platinum,123
15598940,Germany,181804.34,1309719.59,82,0,1,Platinum,123
15588341,Spain,99835.17,1184267.64,153,0,1,Platinum,123
15617705,France,141675.23,1364803.11,126,0,1,Platinum,124
15585748,Germany,135337.49,1307970.55,135,0,1,Platinum,124
15760550,Spain,143637.58,1183573.93,117,0,1,Platinum,124
15784597,France,162923.85,1361923.17,100,0,1,Platinum,125
15567367,Germany,133636.16,1305943.77,150,0,1,Platinum,125
15737509,Spain,199229.14,1181737.51,69,0,1,Platinum,125
15601351,France,127806.91,1358703.96,146,0,1,Platinum,126
15643361,Germany,139959.55,1304252.0,120,0,1,Platinum,126
15741417,Spain,119656.45,1180153.29,137,0,1,Platinum,126
15699047,France,120150.39,1355425.19,154,0,1,Platinum,127
15583049,Germany,160426.07,1303360.4,131,0,1,Platinum,127
15660679,Spain,149571.94,1171197.2,102,0,1,Platinum,127
15725639,France,116270.72,1350413.4,156,0,1,Platinum,128
15693893,Germany,122471.09,1298401.74,144,0,1,Platinum,128
15685357,Spain,112940.07,1169132.16,135,0,1,Platinum,128
15633729,France,112751.13,1350173.71,169,0,1,Platinum,129
15721469,Germany,170295.04,1295484.13,79,0,1,Platinum,129
15609254,Spain,107135.04,1167290.65,140,0,1,Platinum,129
15772650,France,136576.02,1349071.92,128,1,1,Platinum,130
15663883,Germany,141827.33,1295420.37,139,0,1,Platinum,130
15813862,Spain,132044.6,1167089.1,127,0,1,Platinum,130
15640769,France,137841.53,1347285.61,135,0,1,Platinum,131
15648136,Germany,152812.58,1294785.48,106,0,1,Platinum,131
15656522,Spain,158537.42,1162410.67,110,0,1,Platinum,131
15750049,France,163823.37,1346706.72,106,0,1,Platinum,132
15629551,Germany,126104.98,1293965.8,140,0,1,Platinum,132
15722583,Spain,157576.47,1161441.33,100,0,1,Platinum,132
15630328,France,130796.33,1346203.02,139,0,1,Platinum,133
15722350,Germany,147361.57,1292524.71,106,0,1,Platinum,133
15684211,Spain,153656.85,1159506.54,94,0,1,Platinum,133
15699532,France,120124.35,1344768.53,140,0,1,Platinum,134
15714355,Germany,121669.23,1286207.83,147,0,1,Platinum,134
15747677,Spain,163975.09,1157921.11,95,0,1,Platinum,134
15596713,France,165896.22,1343308.04,115,0,1,Platinum,135
15685226,Germany,147199.07,1286092.45,115,0,1,Platinum,135
15624611,Spain,128650.11,1154579.72,134,0,1,Platinum,135
15617934,France,129829.59,1336278.67,145,0,1,Platinum,136
15640260,Germany,131081.66,1285932.29,140,0,1,Platinum,136
15688128,Spain,108653.93,1152792.71,131,0,1,Platinum,136
15666675,France,155062.8,1331497.6199999999,110,0,1,Platinum,137
15663808,Germany,152614.51,1285804.36,122,0,1,Platinum,137
15781127,Spain,96769.04,1149921.4,126,0,1,Platinum,137
15678910,France,141441.75,1329706.97,132,0,1,Platinum,138
15598782,Germany,154221.37,1283336.9,114,0,1,Platinum,138
15713912,Spain,109044.3,1144197.61,128,0,1,Platinum,138
15662063,France,142400.77,1328193.08,125,0,1,Platinum,139
15740868,Germany,134562.8,1283315.46,145,0,1,Platinum,139
15805909,Spain,159900.38,1136575.09,87,0,1,Platinum,139
15624850,France,153972.89,1323559.6199999999,123,0,1,Platinum,140
15772262,Germany,110483.86,1276337.06,150,0,1,Platinum,140
15607278,Spain,134593.79,1135080.06,119,0,1,Platinum,140
15687607,France,135422.31,1320781.33,143,0,1,Platinum,141
15729771,Germany,154586.92,1275866.8,112,1,1,Platinum,141
15716420,Spain,170288.38,1130579.08,92,0,1,Platinum,141
15671800,France,137624.4,1320566.95,118,0,1,Platinum,142
15614878,Germany,180520.29,1273716.61,94,0,1,Platinum,142
15658532,Spain,162278.32,1127625.5,85,0,1,Platinum,142
15811036,France,135369.71,1319832.66,120,0,1,Platinum,143
15789484,Germany,169831.46,1271472.9,102,0,1,Platinum,143
15611682,Spain,169902.92,1125409.58,91,0,1,Platinum,143
15809654,France,127476.73,1318384.05,126,0,1,Platinum,144
15766378,Germany,106431.97,1271309.98,140,0,1,Platinum,144
15761132,Spain,128029.72,1125281.58,105,0,1,Platinum,144
15703778,France,129907.63,1314560.35,131,0,1,Platinum,145
15585388,Germany,125189.75,1267841.14,132,0,1,Platinum,145
15764343,Spain,155681.72,1121174.81,97,0,1,Platinum,145
15804104,France,114731.76,1310766.44,141,0,1,Platinum,146
15794236,Germany,111812.52,1265252.32,153,0,1,Platinum,146
15586674,Spain,216109.88,1120971.4,70,1,1,Platinum,146
15695499,France,103821.47,1310243.98,162,0,1,Platinum,147
15582714,Germany,110022.74,1264933.3,126,1,1,Platinum,147
15650933,Spain,155413.06,1115561.02,88,0,1,Platinum,147
15592765,France,125470.81,1310241.23,132,0,1,Platinum,148
